 -350748.4804,-1366195.8196,     234.0142
-2300243.7117,-3433693.9562,     227.0586
-2612469.0832,-2796990.3652,     232.9832
  533994.9240, -826907.2462,     230.1245
-3426920.9264,-2981489.9992,     239.2551
 1020598.0983,-3442247.3136,     221.0220
-1067439.2779,-2426899.6501,     233.0673
   42320.1746,-2152561.3777,     234.7063
 -705383.6539,-1123500.1190,     234.9710
-1441696.4967,-3453506.9577,     222.8917
 -240327.3831,-1465684.3192,     231.6738
 1115383.7528, -628067.4344,     235.9556
-2059580.3927,-2401016.0084,     248.3236
-1753199.7713,-2960171.1366,     225.8509
-2964734.2717, -642687.5190,     243.7858
  299423.4154,-2218449.9116,     234.4733
 -759679.0316,-3110585.5296,     219.7177
-2542948.6094,-1149473.3957,     246.4869
  443410.2532,-1917805.9276,     230.2821
 -967205.8748,-2231884.1196,     242.4537
-3207759.5321,-1405729.6504,     240.3627
  222199.8621,-3289862.4691,     220.2225
-3393554.5556,-2683406.9909,     248.3073
-1159822.7927,-2772393.7293,     222.8038
-1401786.9031,-1141545.5035,     239.8393
 -565288.5264,-2711654.5651,     227.7979
  459444.1294,-1458873.0544,     228.2685
-1723702.7501, -797781.5574,     240.0151
  238414.2223,-1822538.7810,     231.1002
 -676794.0883,-2061267.8535,     238.0935
-3312577.5481,-1211215.4850,     246.7141
 -102758.4395, -677781.8878,     237.7822
-3407611.2622,-1017247.3066,     251.8606
 -277990.9351,-3406236.9962,     219.4238
 -984765.7444,-2079214.0126,     240.5633
  146383.5554, -920381.5018,     231.0516
  164511.7597,-1721625.0165,     230.4961
-3392923.0662,-2225702.2862,     252.0374
-2529444.6883, -788569.9534,     242.0706
-3424134.7338, -557560.6766,     247.0294
   61423.3338,-2120366.4626,     233.2287
  441763.1482,-3356511.2916,     221.9151
  816096.6042,-2487559.8159,     233.0164
  470476.1923,-2194684.4360,     232.9972
 -566106.3340,-2382803.1604,     236.9884
 -607429.9810,-2702585.1093,     229.0525
-2214162.6960, -439603.9498,     250.5374
  524358.7952,-2515374.2652,     232.0918
